OrderID,Order Year,Order Quarter,Order Month,Order Day,Customer Name,Customer Country,Customer City,ProductName,Product CategoryName,Quantity,UnitPrice in USD,Unit Discount in %,UnitCost in USD,Shipper Name,Freight Cost (Paid by Customer)
10403,2016,Qtr 2,April,30,Ski Store,Austria,Graz,Root Boot,Men's Footwear,70,31.83,0.150000006,28.35,Quik Shipping,320.54
10403,2016,Qtr 2,April,30,Ski Store,Austria,Graz,Wimbledon T-Shirt,Sportswear,21,10.15,0.150000006,7.33,Quik Shipping,320.54
10404,2015,Qtr 4,November,19,La Moda d'il Futuri,Italy,Bergamo,Bike Helmet,Sportswear,30,33.93,0.050000001,26.13,Quik Shipping,451.24
10404,2015,Qtr 4,November,19,La Moda d'il Futuri,Italy,Bergamo,Finnish Sport Blades,Sportswear,30,19.82,0.050000001,15.43,Quik Shipping,451.24
10404,2015,Qtr 4,November,19,La Moda d'il Futuri,Italy,Bergamo,Walking Shoes,Women's Footwear,40,13.37,0.050000001,10.95,Quik Shipping,451.24
10405,2015,Qtr 3,August,3,El Pirata,Venezuela,I. de Margarita,Chantell Shirt,Women's Clothes,50,18.48,0,15.45,SafeAndFast,632.46
10406,2016,Qtr 4,November,1,Roba di Piel,Brazil,São Paulo,Basket Shoes,Sportswear,30,10.51,0.100000001,8.78,SafeAndFast,628.32
10406,2016,Qtr 4,November,1,Roba di Piel,Brazil,São Paulo,Duck Trousers,Baby Clothes,2,18.93,0.100000001,16.34,SafeAndFast,628.32
10406,2016,Qtr 4,November,1,Roba di Piel,Brazil,São Paulo,Lenin Jeansshorts,Men's Clothes,10,19.76,0,15.37,SafeAndFast,628.32
10406,2016,Qtr 4,November,1,Roba di Piel,Brazil,São Paulo,Mehmet-Tröja,Baby Clothes,5,7.88,0.100000001,6.45,SafeAndFast,628.32
10406,2016,Qtr 4,November,1,Roba di Piel,Brazil,São Paulo,RDL Suit,Children's Clothes,42,47.34,0.100000001,36.81,SafeAndFast,628.32
10407,2015,Qtr 3,August,4,Casual Clothing,Germany,Köln,Atles Lussekofta,Men's Clothes,15,32.33,0,26.49,SafeAndFast,549.79
10407,2015,Qtr 3,August,4,Casual Clothing,Germany,Köln,Desperado Jeans,Men's Clothes,30,25.52,0,21.1,SafeAndFast,549.79
10407,2015,Qtr 3,August,4,Casual Clothing,Germany,Köln,Tube Socks,Sportswear,15,2.11,0,1.65,SafeAndFast,549.79
10408,2016,Qtr 3,July,5,Champes,France,Lille,Lace Shoes,Sportswear,35,31.11,0,25.39,Quik Shipping,1406.79
10408,2016,Qtr 3,July,5,Champes,France,Lille,Mehmet-Skor,Baby Clothes,10,3.92,0,3.43,Quik Shipping,1406.79
10408,2016,Qtr 3,July,5,Champes,France,Lille,Patamonia Fleece Jacket,Sportswear,6,34.09,0,30.27,Quik Shipping,1406.79
10409,2015,Qtr 4,November,4,Los Espandrilos Fantasticos,Argentina,Buenos Aires,Basket Shoes,Sportswear,12,10.96,0,8.78,SafeAndFast,222
10409,2015,Qtr 4,November,4,Los Espandrilos Fantasticos,Argentina,Buenos Aires,Kool Sunglasses,Children's Clothes,12,24.58,0,20.36,SafeAndFast,222
10410,2015,Qtr 3,August,7,Big Foot Shoes,Canada,Tsawassen,Casual Boots,Sportswear,49,25.96,0,20.2,World Wide Transports,248.35
10410,2015,Qtr 3,August,7,Big Foot Shoes,Canada,Tsawassen,Rasta WCT,Sportswear,16,9.32,0,6.69,World Wide Transports,248.35
10411,2018,Qtr 3,July,8,Big Foot Shoes,Canada,Tsawassen,Duck Shirt,Baby Clothes,25,9.24,0.200000003,7.28,World Wide Transports,248.35
10411,2018,Qtr 3,July,8,Big Foot Shoes,Canada,Tsawassen,Okkaba Skin Jackets,Women's Clothes,40,68.72,0.200000003,67.17,World Wide Transports,248.35
10411,2018,Qtr 3,July,8,Big Foot Shoes,Canada,Tsawassen,Rasta WCT,Sportswear,9,9.16,0.200000003,6.69,World Wide Transports,248.35
10412,2016,Qtr 1,January,8,Perkii Urkii,Finland,Oulu,Kool Sunglasses,Children's Clothes,20,25.49,0.100000001,20.36,SafeAndFast,315.63
10413,2016,Qtr 3,July,11,Elle Fashion & Design,France,Toulouse,Borat Mankini Swimsuit,Men's Clothes,14,414.96,0,304.7,Quik Shipping,382.49
10413,2016,Qtr 3,July,11,Elle Fashion & Design,France,Toulouse,Lace Shoes,Sportswear,40,30.37,0,25.39,Quik Shipping,382.49
10413,2016,Qtr 3,July,11,Elle Fashion & Design,France,Toulouse,Lenin Jeansshorts,Men's Clothes,24,21.01,0,15.37,Quik Shipping,382.49
10414,2015,Qtr 3,August,11,Cloe do Pau,Brazil,São Paulo,Casual Boots,Sportswear,50,25.81,0,20.2,SafeAndFast,379.12
10414,2015,Qtr 3,August,11,Cloe do Pau,Brazil,São Paulo,Squash Shorts,Sportswear,18,8.8,0.050000001,7.4,SafeAndFast,379.12
10415,2015,Qtr 3,August,12,Boleros,Ireland,Cork,Casual Boots,Sportswear,20,25.84,0,20.2,SafeAndFast,2544.25
10415,2015,Qtr 3,August,12,Boleros,Ireland,Cork,TieBreak Tennis shoes,Men's Footwear,2,22.67,0,19.35,SafeAndFast,2544.25
10416,2016,Qtr 3,July,13,The Corner Store,USA,Eugene,Jack Flash Dress,Women's Clothes,10,55.32,0,52.38,World Wide Transports,1998.15
10416,2016,Qtr 3,July,13,The Corner Store,USA,Eugene,Lightweight Sandals,Women's Footwear,20,18.74,0,16.14,World Wide Transports,1998.15
10416,2016,Qtr 3,July,13,The Corner Store,USA,Eugene,Squash Shorts,Sportswear,20,9.38,0,7.4,World Wide Transports,1998.15
10417,2017,Qtr 3,August,12,Rode & Vite,Denmark,København,Cap,Sportswear,36,12.56,0.25,9.67,SafeAndFast,1426.24
10417,2017,Qtr 3,August,12,Rode & Vite,Denmark,København,Le Baby Dress,Women's Clothes,50,79.21,0,62.38,SafeAndFast,1426.24
10417,2017,Qtr 3,August,12,Rode & Vite,Denmark,København,Rodbye Troje,Baby Clothes,2,12.62,0.25,9.07,SafeAndFast,1426.24
10417,2017,Qtr 3,August,12,Rode & Vite,Denmark,København,Wrap Skirt,Women's Clothes,35,13.3,0,10.95,SafeAndFast,1426.24
10418,2016,Qtr 3,August,14,Grunewald,Germany,Cunewalde,AAA Running Shoe,Sportswear,16,24.3,0,22.24,SafeAndFast,1774.84
10418,2016,Qtr 3,August,14,Grunewald,Germany,Cunewalde,Lundenhagen Boots,Men's Footwear,55,25.65,0,22.12,SafeAndFast,1774.84
10418,2016,Qtr 3,August,14,Grunewald,Germany,Cunewalde,Mr2 Trousers,Men's Clothes,60,19.41,0,16.17,SafeAndFast,1774.84
10418,2016,Qtr 3,August,14,Grunewald,Germany,Cunewalde,X-Train Shoes,Children's Clothes,15,30.91,0,24.39,SafeAndFast,1774.84
10419,2016,Qtr 3,August,17,Warp AG,Germany,Frankfurt a.M.,Game Over T-Shirt,Sportswear,60,4.59,0.050000001,4.44,SafeAndFast,1460.44
10419,2016,Qtr 3,August,17,Warp AG,Germany,Frankfurt a.M.,Tube Socks,Sportswear,20,1.87,0.050000001,1.65,SafeAndFast,1460.44
10420,2017,Qtr 3,August,17,Boleros,Ireland,Cork,Aino Shoes,Baby Clothes,2,26.88,0.100000001,21.11,SafeAndFast,2544.25
10420,2017,Qtr 3,August,17,Boleros,Ireland,Cork,Fuji Boots,Men's Footwear,20,36.68,0.100000001,32.9,SafeAndFast,2544.25
10420,2017,Qtr 3,August,17,Boleros,Ireland,Cork,Mehmet-Napp,Baby Clothes,20,1.08,0.100000001,0.89,SafeAndFast,2544.25
10420,2017,Qtr 3,August,17,Boleros,Ireland,Cork,US-Master Jeans,Men's Clothes,8,31.37,0.100000001,24.98,SafeAndFast,2544.25
10421,2015,Qtr 4,October,16,Copacabana,Brazil,Rio de Janeiro,Bike Helmet,Sportswear,30,31.86,0,26.13,SafeAndFast,308.94
10421,2015,Qtr 4,October,16,Copacabana,Brazil,Rio de Janeiro,Jack Flash Dress,Women's Clothes,15,55.9,0.150000006,52.38,SafeAndFast,308.94
10421,2015,Qtr 4,October,16,Copacabana,Brazil,Rio de Janeiro,Squash Shorts,Sportswear,4,9.14,0.150000006,7.4,SafeAndFast,308.94
10421,2015,Qtr 4,October,16,Copacabana,Brazil,Rio de Janeiro,Wrap Skirt,Women's Clothes,10,12.03,0.150000006,10.95,SafeAndFast,308.94
10422,2015,Qtr 3,August,19,Il Pantaloni di la Cammorra,Italy,Torino,Bike Helmet,Sportswear,2,28.33,0,26.13,Quik Shipping,334.72
10423,2016,Qtr 1,January,18,Paintho da Gama,Brazil,Campinas,Rasta WCT,Sportswear,20,8.92,0,6.69,SafeAndFast,393.71
10423,2016,Qtr 1,January,18,Paintho da Gama,Brazil,Campinas,Rossi Bermuda Shorts,Men's Clothes,14,7.69,0,7.53,SafeAndFast,393.71
10424,2017,Qtr 1,January,17,Davenport Fashion,Canada,Montréal,Cap,Sportswear,30,12.52,0.200000003,9.67,World Wide Transports,729.3
10424,2017,Qtr 1,January,17,Davenport Fashion,Canada,Montréal,LA. Shorts,Swimwear,60,5.55,0.200000003,5.17,World Wide Transports,729.3
10424,2017,Qtr 1,January,17,Davenport Fashion,Canada,Montréal,Le Baby Dress,Women's Clothes,49,86.2,0.200000003,62.38,World Wide Transports,729.3
10425,2016,Qtr 2,June,21,Elle Fashion & Design,France,Toulouse,Borat Mankini Swimsuit,Men's Clothes,20,361.43,0.25,304.7,Quik Shipping,382.49
10425,2016,Qtr 2,June,21,Elle Fashion & Design,France,Toulouse,Feiss Fleece Trousers,Sportswear,10,36.04,0.25,33.18,Quik Shipping,382.49
10426,2017,Qtr 3,September,23,El Chandal del Barca,Spain,Barcelona,Slip-on Shoes,Women's Footwear,5,36.29,0,34.17,Quik Shipping,282.12
10426,2017,Qtr 3,September,23,El Chandal del Barca,Spain,Barcelona,WFS Shoes,Women's Footwear,7,33.32,0,29.25,Quik Shipping,282.12
10427,2016,Qtr 1,January,22,Extrawagens,Austria,Salzburg,Kool Sunglasses,Children's Clothes,35,24.33,0,20.36,Quik Shipping,1085.16
10428,2017,Qtr 3,September,24,Sport Shop,Italy,Reggio Emilia,Rodbye Troje,Baby Clothes,20,12.07,0,9.07,Quik Shipping,245.48
10429,2015,Qtr 4,November,24,Boleros,Ireland,Cork,Finnish Swimsuit,Swimwear,40,17.15,0,13.57,SafeAndFast,2544.25
10429,2015,Qtr 4,November,24,Boleros,Ireland,Cork,Serve-Shirt,Women's Clothes,35,21.75,0.25,15.9,SafeAndFast,2544.25
10430,2016,Qtr 4,October,24,Warp AG,Germany,Frankfurt a.M.,Basket Shoes,Sportswear,50,10.26,0,8.78,SafeAndFast,1460.44
10430,2016,Qtr 4,October,24,Warp AG,Germany,Frankfurt a.M.,Rasta WCT,Sportswear,70,8.56,0.200000003,6.69,SafeAndFast,1460.44
10430,2016,Qtr 4,October,24,Warp AG,Germany,Frankfurt a.M.,Slip-on Shoes,Women's Footwear,30,36.25,0,34.17,SafeAndFast,1460.44
10430,2016,Qtr 4,October,24,Warp AG,Germany,Frankfurt a.M.,TieBreak Tennis shoes,Men's Footwear,45,22.54,0.200000003,19.35,SafeAndFast,1460.44
10431,2015,Qtr 3,September,27,The Corner Store,USA,Eugene,Duck Trousers,Baby Clothes,50,17.9,0.25,16.34,World Wide Transports,1998.15
10431,2015,Qtr 3,September,27,The Corner Store,USA,Eugene,Lundenhagen Boots,Men's Footwear,30,26.99,0.25,22.12,World Wide Transports,1998.15
10431,2015,Qtr 3,September,27,The Corner Store,USA,Eugene,TieBreak Tennis shoes,Men's Footwear,50,25.37,0.25,19.35,World Wide Transports,1998.15
10432,2015,Qtr 3,August,28,Champes,France,Lille,Bike Helmet,Sportswear,10,30.04,0,26.13,Quik Shipping,1406.79
10432,2015,Qtr 3,August,28,Champes,France,Lille,Patamonia Fleece Jacket,Sportswear,40,34.12,0,30.27,Quik Shipping,1406.79
10433,2015,Qtr 4,October,29,La Roba do Santho,Portugal,Lisboa,Slip-on Shoes,Women's Footwear,28,38.31,0,34.17,Quik Shipping,247.39
10434,2016,Qtr 2,May,31,Champes,France,Lille,Borat Mankini Swimsuit,Men's Clothes,18,431.49,0.150000006,304.7,Quik Shipping,1406.79
10434,2016,Qtr 2,May,31,Champes,France,Lille,Desperado Jeans,Men's Clothes,6,26.13,0,21.1,Quik Shipping,1406.79
10435,2015,Qtr 3,September,29,The sharped dressed man,UK,London,Mr2 Trousers,Men's Clothes,10,20.05,0,16.17,SafeAndFast,163.87
10435,2015,Qtr 3,September,29,The sharped dressed man,UK,London,Oyaki Kimono,Women's Clothes,10,12.6,0,8.96,SafeAndFast,163.87
10435,2015,Qtr 3,September,29,The sharped dressed man,UK,London,Ravellis Träskor,Women's Footwear,12,3.75,0,2.65,SafeAndFast,163.87
10436,2016,Qtr 3,September,29,Menàge à Trois,France,Strasbourg,Bow tie,Men's Clothes,24,7.18,0.100000001,6.61,Quik Shipping,588.2
10436,2016,Qtr 3,September,29,Menàge à Trois,France,Strasbourg,Rodbye Troje,Baby Clothes,5,12.85,0,9.07,Quik Shipping,588.2
10436,2016,Qtr 3,September,29,Menàge à Trois,France,Strasbourg,Slip-on Shoes,Women's Footwear,40,37.76,0.100000001,34.17,Quik Shipping,588.2
10436,2016,Qtr 3,September,29,Menàge à Trois,France,Strasbourg,WFS Shoes,Women's Footwear,30,36.34,0.100000001,29.25,Quik Shipping,588.2
10437,2016,Qtr 3,September,29,Boombastic,Germany,Münster,Jack Flash Dress,Women's Clothes,15,58.17,0,52.38,SafeAndFast,1204.8
10438,2017,Qtr 2,May,2,Boombastic,Germany,Münster,Baywatch Swimsuit,Swimwear,20,7.48,0.200000003,6.76,SafeAndFast,1204.8
10438,2017,Qtr 2,May,2,Boombastic,Germany,Münster,Lightweight Sandals,Women's Footwear,15,20.3,0.200000003,16.14,SafeAndFast,1204.8
10438,2017,Qtr 2,May,2,Boombastic,Germany,Münster,Squash Shorts,Sportswear,15,9.52,0.200000003,7.4,SafeAndFast,1204.8
10439,2015,Qtr 4,December,2,Davenport Fashion,Canada,Montréal,Tank Swimsuit,Swimwear,15,10.22,0,7.92,World Wide Transports,729.3
10439,2015,Qtr 4,December,2,Davenport Fashion,Canada,Montréal,WFS Shoes,Women's Footwear,6,35.02,0,29.25,World Wide Transports,729.3
10439,2015,Qtr 4,December,2,Davenport Fashion,Canada,Montréal,Wimbledon T-Shirt,Sportswear,16,9.98,0,7.33,World Wide Transports,729.3
10439,2015,Qtr 4,December,2,Davenport Fashion,Canada,Montréal,X-Train Shoes,Children's Clothes,30,32.85,0,24.39,World Wide Transports,729.3
10440,2015,Qtr 4,October,5,Boleros,Ireland,Cork,AAA Running Shoe,Sportswear,90,25.95,0.150000006,22.24,SafeAndFast,2544.25
10440,2015,Qtr 4,October,5,Boleros,Ireland,Cork,Davenport Shoes,Men's Footwear,24,129.15,0.150000006,100.74,SafeAndFast,2544.25
10440,2015,Qtr 4,October,5,Boleros,Ireland,Cork,Mr2 Trousers,Men's Clothes,45,20.22,0.150000006,16.17,SafeAndFast,2544.25
10440,2015,Qtr 4,October,5,Boleros,Ireland,Cork,Wimbledon T-Shirt,Sportswear,49,9.24,0.150000006,7.33,SafeAndFast,2544.25
10441,2015,Qtr 4,October,5,The Corner Store,USA,Eugene,Tracksuit,Sportswear,50,44.25,0,36.06,World Wide Transports,1998.15
10442,2015,Qtr 4,October,6,Boleros,Ireland,Cork,Desperado Jeans,Men's Clothes,30,30.64,0,21.1,SafeAndFast,2544.25
10442,2015,Qtr 4,October,6,Boleros,Ireland,Cork,Langoste Shirt,Women's Clothes,60,19.48,0,16.58,SafeAndFast,2544.25
10442,2015,Qtr 4,October,6,Boleros,Ireland,Cork,Patamonia Fleece Jacket,Sportswear,80,36.42,0,30.27,SafeAndFast,2544.25
10443,2015,Qtr 4,October,7,Rode & Vite,Denmark,København,Desperado Jeans,Men's Clothes,6,26.71,0.200000003,21.1,SafeAndFast,1426.24
10443,2015,Qtr 4,October,7,Rode & Vite,Denmark,København,RDL Suit,Children's Clothes,12,43.52,0,36.81,SafeAndFast,1426.24
10444,2015,Qtr 4,November,7,Urras Shop,Sweden,Luleå,Bike Helmet,Sportswear,15,30.97,0,26.13,SafeAndFast,811.68
10444,2015,Qtr 4,November,7,Urras Shop,Sweden,Luleå,Duck Shirt,Baby Clothes,30,9.19,0,7.28,SafeAndFast,811.68
10444,2015,Qtr 4,November,7,Urras Shop,Sweden,Luleå,LA. Shorts,Swimwear,8,5.7,0,5.17,SafeAndFast,811.68
10444,2015,Qtr 4,November,7,Urras Shop,Sweden,Luleå,TieBreak Tennis shoes,Men's Footwear,10,27,0,19.35,SafeAndFast,811.68
10445,2016,Qtr 3,August,10,Urras Shop,Sweden,Luleå,Patamonia Fleece Jacket,Sportswear,15,35.32,0,30.27,SafeAndFast,811.68
10445,2016,Qtr 3,August,10,Urras Shop,Sweden,Luleå,Terence Top,Women's Clothes,6,58.57,0,48.17,SafeAndFast,811.68
10446,2015,Qtr 4,October,9,Bond Ltd,USA,Kirkland,Rossi Bermuda Shorts,Men's Clothes,3,8.27,0.100000001,7.53,World Wide Transports,896.15
10446,2015,Qtr 4,October,9,Bond Ltd,USA,Kirkland,Samba Soccer Socks,Men's Clothes,20,4.21,0.100000001,3.9,World Wide Transports,896.15
10446,2015,Qtr 4,October,9,Bond Ltd,USA,Kirkland,Squash Shorts,Sportswear,12,9.26,0.100000001,7.4,World Wide Transports,896.15
10446,2015,Qtr 4,October,9,Bond Ltd,USA,Kirkland,Winter Boots,Women's Footwear,15,76.76,0.100000001,70.81,World Wide Transports,896.15
10447,2016,Qtr 2,May,11,The Corner Store,USA,Eugene,Atles Lussekofta,Men's Clothes,2,28.54,0,26.49,World Wide Transports,1998.15
10447,2016,Qtr 2,May,11,The Corner Store,USA,Eugene,Squash Shorts,Sportswear,40,8.53,0,7.4,World Wide Transports,1998.15
10447,2016,Qtr 2,May,11,The Corner Store,USA,Eugene,Stretch Pants,Women's Clothes,35,10.48,0,8.68,World Wide Transports,1998.15
10448,2015,Qtr 4,October,12,Boombastic,Germany,Münster,Bike Helmet,Sportswear,6,32.53,0,26.13,SafeAndFast,1204.8
10448,2015,Qtr 4,October,12,Boombastic,Germany,Münster,Duck Trousers,Baby Clothes,20,18.65,0,16.34,SafeAndFast,1204.8
10449,2015,Qtr 3,September,15,Menàge à Trois,France,Strasbourg,Lace Shoes,Sportswear,35,29.84,0,25.39,Quik Shipping,588.2
10449,2015,Qtr 3,September,15,Menàge à Trois,France,Strasbourg,Sapporoo Gloves,Baby Clothes,14,6.99,0,6.2,Quik Shipping,588.2
10449,2015,Qtr 3,September,15,Menàge à Trois,France,Strasbourg,Winter Boots,Women's Footwear,20,87.98,0,70.81,Quik Shipping,588.2
10450,2016,Qtr 2,May,19,Art et Fashion,France,Lyon,Patamonia Fleece Jacket,Sportswear,6,35.22,0.200000003,30.27,Quik Shipping,392.03
10450,2016,Qtr 2,May,19,Art et Fashion,France,Lyon,Sapporoo Gloves,Baby Clothes,20,7.64,0.200000003,6.2,Quik Shipping,392.03
10451,2016,Qtr 3,July,16,Grunewald,Germany,Cunewalde,Feiss Fleece Trousers,Sportswear,120,40.03,0.100000001,33.18,SafeAndFast,1774.84
10451,2016,Qtr 3,July,16,Grunewald,Germany,Cunewalde,Stretch Pants,Women's Clothes,28,10.66,0.100000001,8.68,SafeAndFast,1774.84
10451,2016,Qtr 3,July,16,Grunewald,Germany,Cunewalde,WFS Shoes,Women's Footwear,35,35.94,0.100000001,29.25,SafeAndFast,1774.84
10451,2016,Qtr 3,July,16,Grunewald,Germany,Cunewalde,Wrap Skirt,Women's Clothes,55,12.51,0.100000001,10.95,SafeAndFast,1774.84
10452,2015,Qtr 4,November,15,Sunny Ski Store,USA,Boise,Okkaba Skin Jackets,Women's Clothes,100,80.91,0.050000001,67.17,SafeAndFast,61.07
10452,2015,Qtr 4,November,15,Sunny Ski Store,USA,Boise,RDL Suit,Children's Clothes,15,49.09,0,36.81,SafeAndFast,61.07
10453,2015,Qtr 4,November,16,Boombastic,Germany,Münster,Root Boot,Men's Footwear,15,35.9,0.100000001,28.35,SafeAndFast,1204.8
10453,2015,Qtr 4,November,16,Boombastic,Germany,Münster,US-Master Jeans,Men's Clothes,25,30.43,0.100000001,24.98,SafeAndFast,1204.8
10454,2015,Qtr 4,November,16,Champes,France,Lille,Casual Boots,Sportswear,20,27.87,0.200000003,20.2,Quik Shipping,1406.79
10454,2015,Qtr 4,November,16,Champes,France,Lille,Rodbye Troje,Baby Clothes,10,11.97,0.200000003,9.07,Quik Shipping,1406.79
10454,2015,Qtr 4,November,16,Champes,France,Lille,Wimbledon T-Shirt,Sportswear,20,8.88,0.200000003,7.33,Quik Shipping,1406.79
10455,2015,Qtr 4,November,19,Don Balón,Mexico,México D.F.,AAA Running Shoe,Sportswear,25,26.75,0,22.24,World Wide Transports,1192.26
10455,2015,Qtr 4,November,19,Don Balón,Mexico,México D.F.,Atles Lussekofta,Men's Clothes,30,27.85,0,26.49,World Wide Transports,1192.26
10455,2015,Qtr 4,November,19,Don Balón,Mexico,México D.F.,Jack Flash Dress,Women's Clothes,50,62.31,0,52.38,World Wide Transports,1192.26
10455,2015,Qtr 4,November,19,Don Balón,Mexico,México D.F.,Terence Top,Women's Clothes,20,64.89,0,48.17,World Wide Transports,1192.26
10456,2015,Qtr 4,November,20,Noch Einmal GMBH,Germany,Brandenburg,Basket Shoes,Sportswear,40,9.19,0.150000006,8.78,SafeAndFast,671.27
10456,2015,Qtr 4,November,20,Noch Einmal GMBH,Germany,Brandenburg,Finnish Sport Blades,Sportswear,21,20.08,0.150000006,15.43,SafeAndFast,671.27
10457,2015,Qtr 4,November,20,Noch Einmal GMBH,Germany,Brandenburg,Rasta WCT,Sportswear,36,7.85,0,6.69,SafeAndFast,671.27
10458,2017,Qtr 4,November,22,Boleros,Ireland,Cork,Atles Lussekofta,Men's Clothes,50,30.04,0,26.49,SafeAndFast,2544.25
10458,2017,Qtr 4,November,22,Boleros,Ireland,Cork,Bike Helmet,Sportswear,30,28.21,0,26.13,SafeAndFast,2544.25
10458,2017,Qtr 4,November,22,Boleros,Ireland,Cork,RDL Suit,Children's Clothes,30,48.19,0,36.81,SafeAndFast,2544.25
10458,2017,Qtr 4,November,22,Boleros,Ireland,Cork,Slip-on Shoes,Women's Footwear,15,40.32,0,34.17,SafeAndFast,2544.25
10458,2017,Qtr 4,November,22,Boleros,Ireland,Cork,Summer Shorts,Swimwear,20,12.64,0,10.48,SafeAndFast,2544.25
10459,2016,Qtr 4,November,21,Art et Fashion,France,Lyon,Oyaki Kimono,Women's Clothes,40,12.81,0,8.96,Quik Shipping,392.03
10459,2016,Qtr 4,November,21,Art et Fashion,France,Lyon,Rodbye Troje,Baby Clothes,20,11.98,0.050000001,9.07,Quik Shipping,392.03
10459,2016,Qtr 4,November,21,Art et Fashion,France,Lyon,Runner Shoes,Children's Clothes,16,39.04,0.050000001,33.11,Quik Shipping,392.03
10460,2015,Qtr 4,November,23,Th Fashing,UK,London,Bow tie,Men's Clothes,4,7.92,0.25,6.61,SafeAndFast,2195.07
10460,2015,Qtr 4,November,23,Th Fashing,UK,London,Cap,Sportswear,21,11.83,0.25,9.67,SafeAndFast,2195.07
10461,2016,Qtr 2,June,25,Los Vatos Locos,Venezuela,Barquisimeto,Baby Dark Lounge Suit,Baby Clothes,28,27.29,0.25,22.71,SafeAndFast,536.66
10461,2016,Qtr 2,June,25,Los Vatos Locos,Venezuela,Barquisimeto,Basket Shoes,Sportswear,40,9.86,0.25,8.78,SafeAndFast,536.66
10461,2016,Qtr 2,June,25,Los Vatos Locos,Venezuela,Barquisimeto,Feiss Fleece Trousers,Sportswear,60,35.24,0.25,33.18,SafeAndFast,536.66
10462,2015,Qtr 4,November,26,The sharped dressed man,UK,London,Aino Shoes,Baby Clothes,1,27.09,0,21.11,SafeAndFast,163.87
10462,2015,Qtr 4,November,26,The sharped dressed man,UK,London,DSW Sandals,Women's Footwear,21,8.5,0,7.43,SafeAndFast,163.87
10463,2018,Qtr 3,July,2,Eintrach GS,Germany,Berlin,Squash Shorts,Sportswear,21,9.67,0,7.4,SafeAndFast,1883.1
10463,2018,Qtr 3,July,2,Eintrach GS,Germany,Berlin,Walking Shoes,Women's Footwear,50,14.86,0,10.95,SafeAndFast,1883.1
10464,2017,Qtr 1,January,28,Warp AG,Germany,Frankfurt a.M.,Game Over T-Shirt,Sportswear,20,5.18,0,4.44,SafeAndFast,1460.44
10464,2017,Qtr 1,January,28,Warp AG,Germany,Frankfurt a.M.,Rossi Shorts,Women's Clothes,16,22.39,0.200000003,19.34,SafeAndFast,1460.44
10464,2017,Qtr 1,January,28,Warp AG,Germany,Frankfurt a.M.,Slip-on Shoes,Women's Footwear,30,39.37,0.200000003,34.17,SafeAndFast,1460.44
10464,2017,Qtr 1,January,28,Warp AG,Germany,Frankfurt a.M.,Summer Shorts,Swimwear,3,11.18,0,10.48,SafeAndFast,1460.44
10465,2015,Qtr 4,December,31,Th Fashing,UK,London,Danske Treshoe,Men's Footwear,30,10.29,0.100000001,8.44,SafeAndFast,2195.07
10465,2015,Qtr 4,December,31,Th Fashing,UK,London,Davenport Shoes,Men's Footwear,18,133.68,0.100000001,100.74,SafeAndFast,2195.07
10465,2015,Qtr 4,December,31,Th Fashing,UK,London,Duck Trousers,Baby Clothes,20,19.35,0,16.34,SafeAndFast,2195.07
10465,2015,Qtr 4,December,31,Th Fashing,UK,London,Finnish Swimsuit,Swimwear,25,15.13,0,13.57,SafeAndFast,2195.07
10465,2015,Qtr 4,December,31,Th Fashing,UK,London,Samba Soccer Socks,Men's Clothes,25,4.41,0,3.9,SafeAndFast,2195.07
10466,2015,Qtr 4,October,1,Tendha do Flamengo,Brazil,São Paulo,Desperado Jeans,Men's Clothes,10,25.73,0,21.1,SafeAndFast,138.04
10466,2015,Qtr 4,October,1,Tendha do Flamengo,Brazil,São Paulo,Rodbye Troje,Baby Clothes,5,11.85,0,9.07,SafeAndFast,138.04
10467,2015,Qtr 4,October,1,La Moda d'il Futuri,Italy,Bergamo,Basket Vest,Sportswear,12,13.46,0,10.85,Quik Shipping,451.24
10467,2015,Qtr 4,October,1,La Moda d'il Futuri,Italy,Bergamo,Samba Soccer Socks,Men's Clothes,28,4.6,0,3.9,Quik Shipping,451.24
10468,2016,Qtr 1,February,1,Noch Einmal GMBH,Germany,Brandenburg,Baby Dark Lounge Suit,Baby Clothes,8,23.55,0,22.71,SafeAndFast,671.27
10468,2016,Qtr 1,February,1,Noch Einmal GMBH,Germany,Brandenburg,Summer Shorts,Swimwear,15,11.59,0,10.48,SafeAndFast,671.27
10469,2015,Qtr 4,October,5,Nirvana Stores,USA,Seattle,Mr2 Trousers,Men's Clothes,40,17.56,0.150000006,16.17,SafeAndFast,604.82
10469,2015,Qtr 4,October,5,Nirvana Stores,USA,Seattle,Okkaba Skin Jackets,Women's Clothes,2,68.18,0.150000006,67.17,SafeAndFast,604.82
10469,2015,Qtr 4,October,5,Nirvana Stores,USA,Seattle,Wimbledon T-Shirt,Sportswear,35,9.56,0.150000006,7.33,SafeAndFast,604.82
10470,2015,Qtr 4,October,6,Boleros,Ireland,Cork,Deuce Shirt,Baby Clothes,30,25.19,0,22.09,SafeAndFast,2544.25
10470,2015,Qtr 4,October,6,Boleros,Ireland,Cork,DSW Sandals,Women's Footwear,15,8.91,0,7.43,SafeAndFast,2544.25
10470,2015,Qtr 4,October,6,Boleros,Ireland,Cork,WFS Shoes,Women's Footwear,8,36.39,0,29.25,SafeAndFast,2544.25
10471,2015,Qtr 4,October,6,Shoe Expert,UK,London,Runner Shoes,Children's Clothes,30,39.74,0,33.11,SafeAndFast,208.29
